Hospede_ID;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade
HSP-103429;Ovídio Linke Hermann;249.442.828-93;M;08/07/1952;Recife;PE;ovidio.hermann@hotmail.com;31973816955;Bronze
HSP-614681;Lauro Kiefer Aquires;690.866.022-23;M;21-01-1964;Campinas;SP;lauroaquires@gmail.com;(19) 97456-1786;Bronze
HSP-729040;Orlando Magalhães Cilloni;971.377.793-01;M;15/08/2006;Ribeirão Preto;SP;orlandocilloni@gmail.com;51979071501;Diamante
HSP-874516;Lídia Ardon;430.122.694-01;F;28/06/1969;Goiânia;GO;lidia.ardon85@outlook.com;51993284247;Bronze
HSP-768904;Jairo Carvalho Ardao;259.322.408-81;M;28.05.76;Ribeirão Preto;SP;jairo_ardao@icloud.com;(16) 97206-4260;Ouro
HSP-816143;Armando Krebs;029.133.227-78;M;04-10-1985;Rio de Janeiro;RJ;armando_krebs@hotmail.com;(81) 99920-3953;Bronze
HSP-502263;Marceliano Kruse;512.998.663-60;M;1978-03-09;Uberlândia;MG;marceliano.kruse@gmail.com;(61) 98082-5009;Bronze
HSP-923427;Araci Jung Anunciação;885.937.753-65;M;08/12/1980;São Paulo;SP;araci.anunciacao@icloud.com;51986091729;Bronze
HSP-262983;Sofie Bosio Andreoni;069.844.338-19;F;24/08/1949;Rio de Janeiro;RJ;sofieandreoni42@outlook.com;16990632465;BRONZE
HSP-759987;Célio Rodrigues Kannenberg;689.268.551-04;M;24/12/1984;Brasília;DF;celio.kannenberg@gmail.com;(21) 96422-9641;Bronze
HSP-069334;Ângelo Kiefer;515.414.238-10;M;09/12/1962;Belo Horizonte;MG;angelo_kiefer40@outlook.com;(11) 98489-5995;Bronze
HSP-870700;Vilmar Ardent Amilde;119.050.442-16;M;26/07/1993;Rio de Janeiro;RJ;vilmaramilde@yahoo.com.br;51999056197;Bronze
HSP-793573;Jucelino Monteiro;445.565.824-66;M;25.11.71;Ribeirão Preto;SP;jucelino_monteiro@hotmail.com;(61) 99829-9756;Prata
HSP-310094;Carla Abraão Menezes;496.777.619-19;F;17/03/2003;Rio de Janeiro;RJ;carla.menezes75@yahoo.com.br;19970148201;Bronze
HSP-622658;celmira hack arduchat;671.162.535-80;F;13-10-1967;Uberlândia;MG;celmira.arduchat78@hotmail.com;62976293734;Bronze
HSP-646266;Landrio Arconi Anunciação;751.315.862-24;M;16/12/1949;Belo Horizonte;MG;landrio.anunciacao@hotmail.com;(62) 98342-5127;Bronze
HSP-605922;Tamara Miyazaki Amilaga;112.364.628-74;F;23/08/1980;Porto Alegre;RS;tamara_amilaga74@yahoo.com.br;(16) 98822-3551;Ouro
HSP-304087;Reuben Inoue Brunner;055.704.787-01;M;17/12/1976;São Paulo;SP;REUBENBRUNNER17@HOTMAIL.COM;(16) 98989-3889;Bronze
HSP-854142;Jandira Hamann;999.095.471-20;F;02/08/1971;Salvador;BA;jandira_hamann@outlook.com;(21) 97731-9620;Bronze
HSP-619316;Elionara Beserra Casanova;008.044.358-39;F;23/10/1956;Goiânia;GO;elionara.casanova@icloud.com;21960071773;Bronze
HSP-096730;Valentina Cruz Michels;734.152.742-09;F;13/10/1968;Ribeirão Preto;SP;VALENTINAMICHELS19@UOL.COM.BR;(21) 97006-4290;Prata
HSP-785477;Valter Bordonaro Alvisio;741.260.026-50;M;06/10/1996;São Paulo;SP;valteralvisio@yahoo.com.br;(51) 97402-9404;Prata
HSP-101854;Antonieta Anjinho Arconde;202.825.365-74;F;25-05-1984;Ribeirão Preto;SP;antonieta_arconde3@outlook.com;(41) 99319-9819;Diamante
HSP-914187;Janiele Bizzarro;954.672.390-82;F;23/11/1991;São Paulo;SP;janielebizzarro@outlook.com;(21) 98238-7014;Bronze
HSP-986043;Erich Batista;765.848.854-29;M;1962-05-23;Belo Horizonte;MG;ERICHBATISTA@YAHOO.COM.BR;(31) 96007-7973;Prata
HSP-061531;Anchieta Jost Sakamoto;432.641.722-67;M;20/08/1966;Belo Horizonte;MG;anchieta_sakamoto@outlook.com;(61) 98267-9328;Bronze
HSP-596011;Tatiana Ameral;390.019.907-89;F;01/01/1955;Rio de Janeiro;RJ;tatianaameral35@uol.com.br;(62) 97012-6001;Ouro
HSP-448058;Timóteo Cavalcanti Löffler;297.034.505-63;M;07/06/2007;Ribeirão Preto;SP;timoteoloffler@icloud.com;62990213775;Bronze
HSP-282694;Mário Burini Koch;225.779.830-93;M;16/08/1954;Ribeirão Preto;SP;mario_koch@hotmail.com;(21) 97124-6263;Prata
HSP-070827;Janio Antoniazzi;822.672.356-68;M;22.05.92;Belo Horizonte;MG;janio.antoniazzi37@hotmail.com;19964025633;Bronze
HSP-523999;Auditene Neto Anzolin;444.690.488-44;F;1957-06-23;Salvador;BA;auditene.anzolin26@outlook.com;16964048055;Bronze
HSP-793239;Ezequiel Hayashi Bessa;023.564.140-53;M;11/08/1958;São Paulo;SP;ezequiel_bessa@outlook.com;(31) 96333-1370;Bronze
HSP-112295;Aruca Feiler;799.229.108-53;F;23/10/1999;Londrina;PR;aruca.feiler@uol.com.br;(61) 99645-9309;Bronze
HSP-156184;Luciane Aragones Basílio;960.383.478-52;F;05/03/1952;Ribeirão Preto;SP;luciane_basilio36@yahoo.com.br;21989547491;Bronze
HSP-432988;Eraldo Ardeal Bezerra;907.861.140-53;M;06/10/1959;Campinas;SP;eraldobezerra@yahoo.com.br;11969475934;Bronze
HSP-943421;Sabrina Aguilar;507.476.219-77;F;12-01-1972;Rio de Janeiro;RJ;sabrinaaguilar@icloud.com;(41) 99860-9901;Ouro
HSP-524451;Djalma Bianchi Carvalho;751.171.440-40;M;08/04/1972;Campinas;SP;djalma.carvalho69@yahoo.com.br;(61) 99469-7629;Prata
HSP-130840;Wanda Galvão Falcão;261.540.985-96;F;08/04/2003;Uberlândia;MG;wanda_falcao@gmail.com;(11) 96939-4307;Prata
HSP-162514;Julie Diniz;221.659.811-90;F;1985-10-06;São Paulo;SP;julie_diniz@yahoo.com.br;(81) 99094-2472;Bronze
HSP-528415;Orestes Metzger Arduin;639.682.481-71;M;12.11.48;Goiânia;GO;orestes_arduin@icloud.com;(31) 98511-9073;Bronze
HSP-783572;Valdir Cabral;211.218.288-92;M;17-02-1978;Ribeirão Preto;SP;valdircabral@uol.com.br;(21) 97062-6730;Prata
HSP-922115;Dinamar Ardani;543.244.392-90;F;17/10/1978;Ribeirão Preto;SP;dinamar.ardani60@uol.com.br;(21) 99346-1402;Prata
HSP-770574;Flávia Antunes Amilhoa;723.369.351-04;F;1953-12-12;Londrina;PR;flaviaamilhoa@yahoo.com.br;(41) 98101-7127;Ouro
HSP-347238;Diógenes Cesare;094.617.455-59;M;15-06-1988;Ribeirão Preto;SP;diogenes_cesare63@uol.com.br;11964939524;Bronze
HSP-010491;Doris Emmel Bonfim;992.623.618-90;F;24/09/2006;BELO HORIZONTE;MG;doris.bonfim@uol.com.br;(16) 97813-7661;Bronze
HSP-345063;Iraci Okamoto;552.303.350-25;F;30/06/1962;goiânia;GO;iraci.okamoto22@uol.com.br;(11) 99380-1827;Bronze
HSP-263591;Gil Serra Candido;121.511.088-05;M;10/05/1986;Recife;PE;gil.candido@uol.com.br;(81) 97407-1807;Bronze
HSP-878073;AMILDE ARAGÃO BERTOLINI;528.606.892-81;F;04/01/1972;Porto Alegre;RS;amilde.bertolini@outlook.com;(51) 98015-1268;Prata
HSP-292654;Aleyda Uehara Ferber;391.600.769-68;F;20/01/1995;Rio de Janeiro;RJ;aleyda_ferber54@outlook.com;(62) 97902-1433;Bronze
HSP-747319;Ivens Archimedes;678.530.445-85;M;2002-10-26;Porto Alegre;RS;ivens_archimedes@outlook.com;81981012035;Prata
HSP-939990;Aldenir Arcos;127.481.626-25;F;29/09/1988;Curitiba;PR;aldenirarcos@uol.com.br;(61) 96710-1404;Bronze
HSP-571865;Clarice Kurz Pereira;465.638.256-64;F;1955-11-14;Porto Alegre;RS;claricepereira99@uol.com.br;(16) 98612-7447;Bronze
HSP-598110;Klaus Kurz Ameixa;740.289.936-52;M;30/08/1987;Campinas;SP;klaus_ameixa@gmail.com;11990165081;Bronze
HSP-581581;Wanderson Amazónia;865.207.748-71;M;13/07/1966;Porto Alegre;RS;wanderson_amazonia46@yahoo.com.br;(41) 97945-9329;Bronze
HSP-061415;Damião Ardon Arcioni;577.974.840-31;M;18/09/1954;Brasília;DF;damiaoarcioni@hotmail.com;(62) 97707-2413;Bronze
HSP-345766;Klaus Kroener;672.824.197-36;M;05/12/2006;Uberlândia;MG;klauskroener@yahoo.com.br;62997761708;Bronze
HSP-185866;Nilza Ameixial Konno;195.415.717-78;F;16-01-1954;Goiânia;GO;nilza_konno73@yahoo.com.br;16994333878;Bronze
HSP-929650;Lenivaldo Lüdtke Graf;309.953.218-50;M;11/05/1977;Porto Alegre;RS;lenivaldograf@hotmail.com;(21) 99572-6947;Ouro
HSP-735865;Luca Arduchin Alcobia;671.917.425-85;M;1973-05-14;Londrina;PR;luca.alcobia@icloud.com;(19) 98555-8639;Prata
HSP-876818;Tamara Hesse Uehara;097.586.139-52;F;06-06-1998;Salvador;BA;tamara.uehara61@outlook.com;(81) 97491-1697;Bronze
HSP-607004;Aureliano Assis Ameixoeira;984.363.486-13;M;24/05/1975;Niterói;RJ;aureliano.ameixoeira55@outlook.com;(62) 98091-8759;Ouro
HSP-392709;Arnildo Arciniega;707.870.330-81;M;20/10/1957;Curitiba;PR;arnildo.arciniega15@uol.com.br;(31) 99730-7349;Bronze
HSP-974448;Vito Fonseca Jahn;670.574.205-44;M;07/07/1992;Goiânia;GO;vito.jahn@uol.com.br;(11) 99612-1151;Ouro
HSP-619167;Enzo Arder Rego;887.090.904-28;M;26-02-2007;Brasília;DF;enzo.rego53@icloud.com;(19) 96915-5598;Prata
HSP-204686;Ambrisia Frank Teixeira;922.021.395-83;F;31.05.51;Ribeirão Preto;SP;AMBRISIA.TEIXEIRA53@OUTLOOK.COM;(41) 97407-4542;Bronze
HSP-641384;Malaquias Holanda Ardaillon;416.621.459-42;M;15/05/1989;Goiânia;GO;malaquiasardaillon84@uol.com.br;(51) 97965-2298;Prata
HSP-906396;Naiara Antelo Menezes;681.415.501-01;F;18/09/1969;Belo Horizonte;MG;naiaramenezes59@gmail.com;11971541267;Bronze
HSP-391166;Glenison Arcosi;318.839.557-42;M;08/06/1966;Belo Horizonte;MG;glenison.arcosi4@gmail.com;(19) 96353-7063;Bronze
HSP-820307;Nina Portela Bruno;599.954.408-49;F;14/03/1995;Porto Alegre;RS;nina.bruno@uol.com.br;(61) 98292-3550;Bronze
HSP-767102;Gerson Fischer Brun;772.518.833-92;M;21-07-1955;Niterói;RJ;gersonbrun@uol.com.br;(61) 96998-5945;Bronze
HSP-545326;Ryan Jahn;707.554.538-83;M;01/12/1953;Belo Horizonte;MG;ryanjahn@hotmail.com;41986515448;Bronze
HSP-959489;Marcílio Michel;826.782.827-32;M;10/06/1962;São  Paulo;SP;marcilio_michel@uol.com.br;(16) 97541-9592;Ouro
HSP-123518;Koji Amilaga Bastos;338.634.587-53;M;28/07/1975;São Paulo;SP;koji.bastos32@icloud.com;(19) 96614-9603;Bronze
HSP-516845;Jandira Cervantes Ardao;738.688.050-28;F;17/10/1954;Uberlândia;MG;JANDIRAARDAO@OUTLOOK.COM;(21) 96504-6461;Bronze
HSP-780070;Arno Lobato Alzira;035.275.172-00;M;28/01/1968;Londrina;PR;arnoalzira@hotmail.com;(51) 98557-6011;Bronze
HSP-701576;Wanderleia Boni Lorenz;582.814.617-30;F;26/02/2004;Uberlândia;MG;wanderleialorenz61@gmail.com;(21) 98275-2912;Bronze
HSP-662064;Jeter Matsuo Lisboa;884.487.949-23;M;17/01/1964;Campinas;SP;jeter.lisboa25@hotmail.com;31965321476;Bronze
HSP-823535;Perpétua Amil Ramos;287.434.205-08;F;15/02/1993;Salvador;BA;perpetua.ramos8@uol.com.br;11974451672;Bronze
HSP-836869;Antero Rezende Angiolini;925.261.751-51;M;22/12/1966;Niterói;RJ;antero_angiolini@gmail.com;(62) 99798-9914;Bronze
HSP-184625;Noé Alarcão Nakamura;232.398.744-58;M;27/07/2002;São Paulo;SP;noe_nakamura21@hotmail.com;(16) 97722-1043;Bronze
HSP-261044;Jeanine Lutterbeck Pereira;135.992.331-44;F;1971-04-28;Salvador;BA;JEANINE.PEREIRA@UOL.COM.BR;(62) 97295-2915;Diamante
HSP-319863;Janio Mäder Grimaldi;257.489.466-96;M;06/04/2007;Niterói;RJ;janiogrimaldi@yahoo.com.br;(61) 97401-1394;Prata
HSP-212130;Damiela Ardin Queiroz;851.154.947-10;F;1983-07-30;Recife;PE;damielaqueiroz@outlook.com;(11) 98812-5852;Bronze
HSP-369756;Liselotte Bussolini;260.297.480-33;F;1992-03-04;Niterói;RJ;LISELOTTE_BUSSOLINI@YAHOO.COM.BR;(62) 97841-4238;Ouro
HSP-548065;Ilton Teixeira;630.286.653-79;M;19/11/1960;Campinas;SP;ilton_teixeira@icloud.com;(62) 96313-6803;Bronze
HSP-055127;Luna Ardina;551.510.934-10;F;24/04/1993;Salvador;BA;luna_ardina@hotmail.com;11980739861;Prata
HSP-149864;Anísio Arduchat Rodrigues;011.156.631-27;M;06/04/1999;Goiânia;GO;anisiorodrigues@gmail.com;(62) 97095-9923;Bronze
HSP-682811;Celmira Aranzales Ardeal;014.766.964-20;F;08-06-1953;Belo Horizonte;MG;celmiraardeal12@outlook.com;(81) 96435-1446;Bronze
HSP-742019;Auro Vale Antelmo;138.750.931-43;M;22/08/1948;Salvador;BA;auroantelmo53@icloud.com;(21) 97973-4697;Ouro
HSP-144849;Moema Arduchin Archer;016.259.534-45;F;10/08/1963;Recife;PE;moema_archer79@yahoo.com.br;(31) 98187-1508;Prata
HSP-943595;Inocêncio Ehlers;750.148.102-41;M;20/04/1976;Recife;PE;inocencio_ehlers88@hotmail.com;(19) 99578-5534;Bronze
HSP-731418;Giovana Hayakawa Klement;543.547.780-84;F;16/01/1951;Campinas;SP;giovana.klement56@icloud.com;(11) 98007-5862;Bronze
HSP-914525;Kamille Archimedes Battaglini;665.914.445-56;F;18/05/1961;Porto Alegre;RS;kamille.battaglini@hotmail.com;(31) 98910-4210;Bronze
HSP-978416;Jonas Arcon Alcantara;891.596.545-03;M;13/09/1956;Ribeirão Preto;SP;jonasalcantara@yahoo.com.br;(41) 97879-4022;Bronze
HSP-261189;Amaro Meier;489.006.067-78;M;14/11/1954;Goiânia;GO;amaro.meier@icloud.com;(16) 97633-3068;Bronze
HSP-606125;Giovanna Luz Amilo;289.257.026-30;F;02/03/1988;Belo Horizonte;MG;giovannaamilo@gmail.com;(62) 96687-6776;Bronze
HSP-937247;Araci Kobayashi Kuroda;903.618.439-84;F;22/06/1996;Belo Horizonte;MG;aracikuroda@hotmail.com;31992929440;Diamante
HSP-449201;Silvestre Antunes Maia;564.415.896-99;M;15/05/1977;Recife;PE;silvestremaia@icloud.com;(16) 99464-6017;Ouro
HSP-969058;Lino Ebling Ardaillon;390.215.732-10;M;1988-10-10;Goiânia;GO;lino.ardaillon@hotmail.com;(19) 99757-2634;Prata
HSP-549985;Moema Paiva;204.816.113-80;F;03/06/1965;Goiânia;GO;moema.paiva@hotmail.com;62982497050;Bronze
HSP-767453;Nailha Drumond;630.266.980-40;F;26/09/1958;Porto Alegre;RS;nailha.drumond87@yahoo.com.br;(41) 98305-7657;Bronze  
HSP-042852;Midori Antero;917.567.350-93;F;18-09-1955;São Paulo;SP;midoriantero@hotmail.com;(11) 99450-5494;Bronze
HSP-526825;Soraiara Uchôa Benetton;824.183.356-31;F;22/12/1998;São Paulo;SP;soraiara_benetton61@icloud.com;(21) 99298-1302;Bronze
HSP-711805;Balbino Hirano Bertolasi;580.901.517-44;M;08/09/1982;Londrina;PR;balbino_bertolasi@uol.com.br;62976783171;Bronze
HSP-426503;Roberto Ameal Lenz;359.820.290-33;M;25.07.85;Salvador;BA;roberto.lenz@icloud.com;(19) 97508-2728;Bronze
HSP-229462;Amélia Calvi Makino;984.650.335-01;F;1993-03-16;Salvador;BA;AMELIA.MAKINO65@ICLOUD.COM;(11) 98879-2675;Bronze
HSP-363248;Ivanice Tanaka;856.939.632-50;F;04-02-1971;Uberlândia;MG;IVANICE.TANAKA@GMAIL.COM;(81) 97063-6510;Bronze
HSP-857022;Teruko Ardena;061.937.706-23;F;26-11-1987;Curitiba;PR;teruko.ardena@yahoo.com.br;(62) 98980-1779;Bronze
HSP-699203;Lourival Bevilacqua Brito;567.242.742-14;M;1973-01-02;Brasília;DF;lourival.brito@icloud.com;(16) 99595-9399;Bronze
HSP-904398;Regina Ogawa Guedes;867.143.648-90;F;23/05/1966;Uberlândia;MG;reginaguedes@yahoo.com.br;(21) 97888-6157;Bronze
HSP-011595;Jaci Arcin Mori;602.533.441-23;M;04/05/2006;Londrina;PR;jaci.mori@hotmail.com;31961362204;Diamante
HSP-651986;Marceliano Braga;370.997.263-90;M;12.04.05;Brasília;DF;marceliano.braga26@hotmail.com;11996931199;Prata
HSP-110312;Salomão Ameral;748.600.649-92;M;20.07.78;Londrina;PR;salomaoameral@icloud.com;(31) 97026-8425;Bronze
HSP-581475;Lorenza Arconet;450.820.269-17;F;17/04/1992;Niterói;RJ;lorenza.arconet@hotmail.com;(81) 98011-3641;Bronze
HSP-222015;Adilma Alvisio Amato;908.564.320-16;F;28/07/1963;Londrina;PR;adilma_amato@outlook.com;81999494712;Bronze
HSP-814063;Jerônimo Alheiro Bonetti;457.348.541-40;M;20/10/1959;Uberlândia;MG;jeronimo.bonetti@hotmail.com;(41) 97785-7244;Prata
HSP-068554;Warley Hausmann;349.452.045-35;M;1987-06-22;Rio de Janeiro;RJ;warley.hausmann84@gmail.com;61966817775;Bronze
HSP-677265;Wanda Arden Alcantara;763.954.002-07;F;27/05/2006;Recife;PE;wanda.alcantara21@icloud.com;(19) 99153-8468;Bronze
HSP-847467;larissara drumond santoro;382.000.039-90;F;08/05/2007;Salvador;BA;larissara.santoro@gmail.com;11982901802;Ouro
HSP-791985;Marlon Amilo;815.141.789-74;M;06/06/1997;Rio de Janeiro;RJ;marlon.amilo@outlook.com;(11) 99271-2286;Bronze
HSP-983245;Piedade Cattaneo Nóbrega;915.422.058-08;F;27.08.75;Recife;PE;piedadenobrega18@icloud.com;62969288692;Bronze  
HSP-741899;Neomício Noguchi Erdmann;660.472.948-63;M;05/09/1984;Curitiba;PR;neomicio_erdmann4@uol.com.br;(11) 96059-2745;Bronze
HSP-667740;Aelma Azevedo;302.419.350-24;F;01/08/1968;Campinas;SP;AELMAAZEVEDO@GMAIL.COM;(61) 97092-3866;Prata  
HSP-158879;Valmir Abrunhosa Cavalli;428.815.147-31;M;27/07/1975;Campinas;SP;valmircavalli@uol.com.br;(81) 96038-6338;Bronze
HSP-138817;Seiji Ardent Arconde;684.181.628-56;M;08/06/1956;Recife;PE;SEIJI.ARCONDE@ICLOUD.COM;(41) 99502-7453;Bronze
HSP-549675;Anísio Arcola;932.954.405-30;M;17/11/1996;Curitiba;PR;anisioarcola81@yahoo.com.br;(41) 98809-3295;Bronze
HSP-883888;Magnaldo Metzger;268.610.844-41;M;17/08/2006;São Paulo;SP;magnaldo_metzger@gmail.com;(16) 99970-9075;Prata
HSP-921765;Liz Almeidal;985.258.804-42;F;20/10/1962;Brasília;DF;lizalmeidal@icloud.com;(31) 97458-3731;Ouro
HSP-727807;Audinélia Cardoso Brunelli;135.214.857-90;F;14/05/1997;Londrina;PR;audinelia_brunelli35@hotmail.com;(21) 98484-4037;Bronze
HSP-131633;Idalina Aoki;866.019.461-68;F;04/06/1985;Salvador;BA;idalina.aoki@uol.com.br;(21) 99339-1301;Bronze
HSP-659197;Arcelira Fleck Sarmento  ;508.551.108-56;F;17.03.80;Porto Alegre;RS;arcelira.sarmento@hotmail.com;(11) 97643-2899;Prata
HSP-590617;Arcelinda Caldas Vasconcelos;194.271.003-89;F;23/12/1965;Porto Alegre;RS;arcelinda_vasconcelos@yahoo.com.br;(11) 97778-4437;Bronze
HSP-032839;Maguinaldo Ikeda Archetti;069.559.915-15;M;1957-06-28;Goiânia;GO;maguinaldo.archetti@outlook.com;(31) 97941-6138;Bronze
HSP-116832;Robevaldo Dantas;316.230.030-40;M;12/04/1950;Brasília;DF;robevaldo.dantas45@icloud.com;(31) 99550-1707;Bronze
HSP-576572;Rui Souza Archer;149.638.676-05;M;01/07/1961;Brasília;DF;ruiarcher34@outlook.com;(21) 98695-3463;Bronze
HSP-386493;Genivaldo Goto;603.200.390-64;M;01/12/2002;Uberlândia;MG;genivaldo.goto@gmail.com;(61) 97267-3235;Bronze
HSP-611058;Lorenza Reis Alarcão;124.423.602-09;F;08/01/1955;Belo Horizonte;MG;lorenza_alarcao@hotmail.com;(31) 98856-3763;Bronze
HSP-089988;Alwin Sousa;093.436.886-44;M;1990-10-05;Belo Horizonte;MG;alwinsousa71@gmail.com;41961137426;Bronze
HSP-776263;Akemi Feitosa Antipa;567.613.428-30;F;26/09/2005;Belo Horizonte;MG;akemi.antipa36@outlook.com;(41) 99363-1343;Bronze
HSP-183719;Dinelise Busch;414.916.111-97;F;22/12/1963;Rio de Janeiro;RJ;dinelise.busch@hotmail.com;(61) 99768-7740; Bronze
HSP-674384;Aldemir Viotti Borsari;276.905.559-34;M;09/06/1995;Uberlândia;MG;aldemir.borsari@outlook.com;(62) 96845-2762;Bronze
HSP-292598;Valdemir Decker Krueger;209.768.127-11;M;04/08/1983;Recife;PE;valdemirkrueger@icloud.com;(81) 99422-1005;Bronze
HSP-396846;Noel Krause;442.052.030-20;M;13/10/1956;Recife;PE;noel_krause@yahoo.com.br;(21) 99241-3375;Bronze
HSP-567709;Lucia Baglietto Belotti;049.474.214-36;F;13/08/1981;Ribeirão Preto;SP;lucia.belotti95@icloud.com;62967438432;Bronze
HSP-431518;Malico Amiles Ramos;470.721.769-93;M;06.11.78;Curitiba;PR;malicoramos@uol.com.br;(81) 97489-1923;Bronze
HSP-708483;Aglaé Calvani;959.070.097-72;F;28/07/1987;Curitiba;PR;aglae_calvani32@hotmail.com;(81) 99882-8988;BRONZE
HSP-082204;Elói Nunes;839.859.146-30;M;04/07/1955;Uberlândia;MG;eloinunes51@yahoo.com.br;(19) 96947-2097;Bronze
HSP-821057;Matteo Guerra Acioli;514.197.348-49;M;16/06/2007;Londrina;PR;matteo_acioli88@gmail.com;(16) 99093-8975;Prata
HSP-936524;Anunciada Vieira Sakamoto;900.138.859-01;F;04/12/1974;Ribeirão Preto;SP;anunciada_sakamoto@yahoo.com.br;21983692481;Bronze
HSP-752339;Péricles Guerra;479.793.892-71;M;28/07/2002;Salvador;BA;pericles_guerra@uol.com.br;(21) 96925-5052;Bronze
HSP-660730;Idalina Nakashima Gripp;214.316.651-69;F;04/07/1982;Londrina;PR;idalinagripp@uol.com.br;(81) 97042-1400;Bronze
HSP-505986;Rosenaldo Calori Nogueira;326.210.038-26;M;09/08/1955;Rio de Janeiro;RJ;rosenaldo_nogueira@outlook.com;(16) 96530-2963;Prata
HSP-151627;Liselotte Ehlers;817.260.761-05;F;19/12/1991;Ribeirão Preto;SP;liselotte.ehlers7@outlook.com;(51) 96311-6451;Bronze
HSP-716565;Joanice Muniz Ardena;994.018.989-36;F;19/02/2002;Niterói;RJ;joanice.ardena@hotmail.com;(81) 96935-7246;Prata
HSP-390781;Aleyda Aguilar;570.349.355-21;F;02/04/1970;Ribeirão Preto;SP;aleyda.aguilar61@yahoo.com.br;(11) 97967-9550;Bronze
HSP-771515;Amaline Araçatuba Araujo;846.347.774-79;F;05/12/1969;belo horizonte;MG;amaline.araujo39@yahoo.com.br;41985624570;Bronze
HSP-101025;Wilza Holanda Archane;207.480.155-66;F;18/08/1999;São Paulo;SP;wilzaarchane@gmail.com;(61) 97576-6151;Ouro
HSP-603009;Mário Abreu Aranda;708.338.880-64;M;18/11/1969;Rio de Janeiro;RJ;mario_aranda@yahoo.com.br;(41) 99172-4248;Bronze
HSP-766919;Jandir Albergaria Feitosa;528.815.136-97;M;18.04.50;Recife;PE;jandirfeitosa@hotmail.com;(62) 98043-2606;Bronze
HSP-788202;Renato Bardini;516.388.832-38;M;21/08/1955;Niterói;RJ;renatobardini@uol.com.br;(16) 98780-2882;Bronze
HSP-500560;Moab Ehmke Campigotto;608.989.112-65;M;27/05/1952;Londrina;PR;moabcampigotto62@gmail.com;(51) 96973-5855;Bronze
HSP-299729;Fabrício Franke;969.007.055-02;M;02/11/1950;Niterói;RJ;fabricio.franke55@hotmail.com;(16) 97830-2356;Ouro
HSP-141067;Larissara Kruse Ambrosio;274.537.956-99;F;04/03/2002;Belo Horizonte;MG;larissaraambrosio@uol.com.br;(31) 97622-1955;Bronze
HSP-346569;Loreni Amiraldo;033.500.376-15;F;23/10/2005;Niterói;RJ;loreni_amiraldo24@uol.com.br;(61) 97342-1989;Bronze
HSP-046991;Maguinaldo Weiss Mende;173.672.310-30;M;2000-04-17;Uberlândia;MG;maguinaldomende4@uol.com.br;(51) 99790-6789;BRONZE
HSP-182802;Elena Elias Bruno;481.105.027-41;F;22/09/1997;São Paulo;SP;elena.bruno@outlook.com;(16) 99260-8483;Bronze
HSP-779114;Massimo Aranda;585.824.348-71;M;28-10-1959;Porto Alegre;RS;massimo.aranda1@uol.com.br;61978347237;Bronze
HSP-412771;Tibério Vasconcellos Bonanomi;855.256.870-54;M;12/02/2000;Recife;PE;tiberiobonanomi@yahoo.com.br;41974338856;Bronze
HSP-030488;Nailton Arcini Arago;829.127.164-03;M;23-04-1994;Goiânia;GO;nailton.arago52@uol.com.br;(61) 99790-9987;Bronze
HSP-848687;Tiago Altino Campigotto;122.125.847-84;M;01-09-2000;Campinas;SP;tiago.campigotto59@outlook.com;62995365672;Bronze
HSP-195267;Siranildo Aguilar Lopes;813.742.141-67;M;26.12.95;Londrina;PR;siranildo_lopes@gmail.com;(81) 98475-7136;Bronze
HSP-355416;Helton Candido;476.149.434-49;M;30/01/2007;Brasília;DF;helton.candido11@hotmail.com;19998169198;Bronze
HSP-887323;Iarley Grimaldi Ardone;897.295.505-14;M;27/09/1966;Porto Alegre;RS;iarley_ardone@outlook.com;(21) 96406-1052;Bronze
HSP-761661;Naime Eisenhardt;662.972.548-42;F;29/07/2006;Curitiba;PR;naime.eisenhardt@outlook.com;(81) 98426-6189;Ouro
HSP-886027;Rosmary Baglietto Bauer;972.967.828-62;F;24-11-1973;Goiânia;GO;rosmary_bauer@uol.com.br;62965609388;Bronze
HSP-153871;Mabella Capraro;230.130.113-35;F;05-12-1969;São Paulo;SP;mabella.capraro@hotmail.com;41984489821;Bronze
HSP-549258;Ivelise Apuzzo Kremer;391.221.904-49;F;16.02.70;Brasília;DF;ivelise.kremer@icloud.com;(19) 96132-6188;Prata
HSP-483727;Kathryn Capelli;694.421.106-83;F;12/03/1986;Uberlândia;MG;kathryn_capelli79@icloud.com;(11) 99896-6897;Bronze
HSP-036512;Alan Viana;446.463.898-86;M;15/04/1951;Brasília;DF;alanviana67@outlook.com;(11) 96268-6043;Ouro
HSP-934630;Maila Sakamoto Annunziata;416.318.927-03;F;27/06/1949;São Paulo;SP;maila_annunziata1@yahoo.com.br;(81) 99443-3599;Bronze
HSP-603047;Estevão Arcadio;481.798.903-33;M;14/04/2005;Ribeirão Preto;SP;estevaoarcadio@gmail.com;41996114850;Ouro
HSP-768005;Luana Arduin Alcobia;449.571.813-49;F;1988-03-25;Campinas;SP;luana_alcobia24@uol.com.br;(11) 97785-2920;Bronze
HSP-290443;Karina Amércio;967.025.891-07;F;21/08/1977;Uberlândia;MG;karina.amercio@gmail.com;(16) 97971-4975;Diamante
