Reserva_ID;Quarto_ID;Hospede_ID;Canal_Venda;Data_Reserva;Data_Checkin;Data_Checkout;Qtd_Hospedes;Diaria_Media_Cobrada;Status_Reserva;Hotel_ID;Numero_Quarto;Andar;Tipo_Quarto;Capacidade_Pessoas;Vista;Tarifa_Base_Diaria;Hotel_Nome;Bandeira;Cidade;UF;Perfil_Destino;Categoria_Estrelas;Ano_Inauguracao;Nota_Media_Avaliacao;Hospede_Nome;CPF;Sexo;Data_Nascimento;Cidade_Origem;UF_Origem;Email;Telefone;Nivel_Fidelidade;Qtd_Lancamentos_Extras;Valor_Consumos_Extras
RSV-15864042;QRT-82431;HSP-603071;OTA BookNow;2024-09-10;30/11/2024;01/12/2024;1;405,40;Check-out Realizado;HTL-606;208;2;Luxo;3;Cidade;293,64;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Gabriela Huber Trindade;552.635.405-90;F;2002-12-19;Recife;PE;gabriela_trindade@gmail.com;(41) 97682-5071;Bronze;0,0;0,0
RSV-70381769;QRT-64840;HSP-770001;OTA ViajaMais;2025-04-14;2025-08-07;08/08/2025;1;299,51;Check-out Realizado;HTL-606;404;4;Standard;2;Interna;229,36;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Evandro Ardeal Hornburg;727.202.945-51;M;1990-06-23;Curitiba;PR;evandro_hornburg@yahoo.com.br;(81) 99069-8693;Ouro;2,0;43,09
RSV-86839302;QRT-51984;HSP-393736;Telefone;2025-02-08;19/02/2025;20/02/2025;1;514,01;Check-out Realizado;HTL-606;411;4;Superior;3;Interna;281,36;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Rayan Astori Meier;261.340.973-81;M;2005-08-02;Recife;PE;rayan.meier@hotmail.com;(11) 99340-8077;Bronze;1,0;26,02
RSV-91229206;QRT-66195;HSP-000266;Site Próprio;2026-05-19;27-06-2026;30/06/2026;2;2291,83;Check-out Realizado;HTL-356;104;1;Standard;2;Vale;1250,88;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort; Campos do Jordão;SP;serra;5;2020;8,7;Cassio Salles;762.914.304-44;M;1971-05-28;Rio de Janeiro;RJ;cassiosalles@gmail.com;(41) 97230-2936;Prata;9,0;2412,22
RSV-27866768;QRT-58898;HSP-807855;OTA BookNow;2025-06-29;04/09/2025;08/09/2025;3;460,08;Check-out Realizado;HTL-785;109;1;Superior;3;Mar;682,66;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Stefania Amil Duarte;728.873.605-90;F;1961-08-07;Uberlândia;MG;stefania.duarte@gmail.com;(41) 97448-4470;Bronze;2,0;414,16
RSV-79511782;QRT-96428;HSP-259451;Site Próprio;2024-09-29;07/10/2024;10-10-2024;2;372,23;Check-out Realizado;HTL-606;105;1;Superior;3;Interna;299,83;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Hilton Baldini;554.859.975-54;M;1980-05-01;Campinas;SP;hilton.baldini@outlook.com;(16) 96155-1930;Ouro;4,0;321,28
RSV-66018917;QRT-71194;HSP-548861;Agência de Turismo;2025-01-10;25-05-2025;01/06/2025;2;621,65;Check-out Realizado;HTL-878;406;4;Luxo;3;Piscina;811,86;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Giseli  Bonato Nakashima;156.944.387-44;F;1974-10-11;Belo Horizonte;MG;giselinakashima@yahoo.com.br;(21) 96946-6302;Bronze;7,0;972,33
RSV-36344399;QRT-57181;HSP-000266;OTA BookNow;2024-06-07;18.09.24;23/09/2024;2;974,13;Check-out Realizado;HTL-485;502;5;Standard;2;Mar;1486,11;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Cassio Salles;762.914.304-44;M;1971-05-28;Rio de Janeiro;RJ;cassiosalles@gmail.com;(41) 97230-2936;Prata;10,0;2687,61
RSV-91215767;QRT-34521;HSP-846311;OTA ViajaMais;2024-06-04;29-09-2024;03/10/2024;3;821,35;Check-out Realizado;HTL-782;110;1;Superior;3;Jardim;629,65;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Jaci Bianchi Brandt;959.284.898-03;F;1962-03-22;Salvador;BA;jaci_brandt@outlook.com;(62) 98043-3861;Ouro;5,0;369,2
RSV-52537865;QRT-73451;HSP-134270;OTA BookNow;2025-01-24;2025-02-21;25/02/2025;2;585,68;Cancelada;HTL-878;409;4;Standard;2;Piscina;468,23;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Heleno Antigao Gusmão;198.309.754-36;M;1970-02-21;Campinas;SP;heleno.gusmao@outlook.com;(16) 96871-9457;Bronze;0,0;0,0
RSV-39775661;QRT-68204;HSP-839635;Site Próprio;2025-12-27;30/01/2026;2026-02-04;1;468,39;Check-out Realizado;HTL-103;403;4;Standard;2;Mar;248,07;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Suely Arcillas Altino;312.013.279-97;F;1995-08-21;Porto Alegre;RS;suely_altino@outlook.com;(81) 99325-7625;Prata;1,0;174,78
RSV-31150611;QRT-40975;HSP-153776;OTA BookNow;2024-10-05;15/10/2024;19-10-2024;1;1446,66;Check-out Realizado;HTL-108;110;1;Suíte Master;4;Interna;1144,28;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Núbia Lenz;498.755.281-70;F;1959-01-26;São Paulo;SP;nubia.lenz@icloud.com;(81) 96860-2776;Ouro;4,0;272,58
RSV-84640421;QRT-03049;HSP-426873;Site Próprio;2025-08-23;10/10/2025;12/10/2025;1;826,42;Check-out Realizado;HTL-602;305;3;Suíte Master;4;Vale;1080,52;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Aurenice Arduin Maciel;593.152.621-82;F;1951-05-15;São Paulo;SP;aurenicemaciel@yahoo.com.br;(51) 98915-2346;Ouro;2,0;93,52
RSV-93778770;QRT-07031;HSP-452291;OTA BookNow;2025-03-26;11-04-2025;2025-04-15;1;248,51;Check-out Realizado;HTL-105;205;2;Superior;3;Jardim;231,72;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Márcio Diesel Amezola;447.049.867-05;M;1970-10-30;Brasília;DF;marcio.amezola3@gmail.com;(62) 97897-8638;Bronze;1,0;36,78
RSV-42291053;QRT-44425;HSP-712827;OTA BookNow;2024-08-04;18/11/2024;22/11/2024;1;517,87;Check-out Realizado;HTL-103;107;1;Suíte Master;4;Mar;516,47;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Janiele Azevedo;569.421.187-10;F;2001-04-20;Londrina;PR;janiele_azevedo@icloud.com;(11) 96104-5578;Ouro;4,0;190,39
RSV-28215991;QRT-16398;HSP-370015;OTA BookNow;2026-06-30;11/09/2026;14/09/2026;2;R$ 353,07;Confirmada;HTL-103;112;1;Suíte Master;4;Jardim;464,32;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Rosenaldo Esteves Brunelli;233.921.883-79;M;1957-12-22;Brasília;DF;rosenaldo_brunelli@yahoo.com.br;(81) 98983-2037;Diamante;0,0;0,0
RSV-58474399;QRT-28319;HSP-785026;OTA ViajaMais;2025-04-30;2025-08-26;29/08/2025;2;552,96;Cancelada;HTL-485;501;5;Standard;2;Jardim;808,44;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Takashi Amanta;545.697.296-49;M;2000-04-01;Porto Alegre;RS;takashi_amanta15@uol.com.br;(31) 97857-8008;Bronze;0,0;0,0
RSV-30087667;QRT-59560;HSP-579234;OTA BookNow;2026-02-05;17/04/2026;2026-04-20;2;1842,64;Check-out Realizado;HTL-356;208;2;Luxo;3;Montanha;2370,01;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Izabel Kurz Linke;120.631.755-86;F;1982-12-22;Uberlândia;MG;izabel.linke@yahoo.com.br;(19) 96152-2996;Diamante;9,0;1107,77
RSV-04806355;QRT-87654;HSP-487957;OTA BookNow;2025-05-27;2025-07-21;23/07/2025;3;466,66;Check-out Realizado;HTL-108;202;2;Luxo;3;Interna;667,28;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Iarley Amanta;599.052.702-05;M;1976-02-24;Curitiba;PR;iarley_amanta@yahoo.com.br;(21) 99921-2852;Prata;3,0;821,62
RSV-46358665;QRT-18824;HSP-213928;OTA ViajaMais;2024-08-08;28/11/2024;29/11/2024;2;418,65;Check-out Realizado;HTL-108;210;2;Luxo;3;Interna;536,8;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Marivaldo Amesquita Michels;687.447.017-56;M;1957-07-16;Campinas;SP;marivaldo.michels@hotmail.com;(11) 98832-9667;Diamante;1,0;541,84
RSV-78432307;QRT-97434;HSP-531030;Site Próprio;2025-08-08;27/10/2025;29/10/2025;3;347,32;Cancelada;HTL-606;209;2;Suíte Master;4;Cidade;515,73;Horizonte Express São Paulo;Horizonte Express;São Paulo  ;SP;urbano;3;2017;9,0;Tereza Ambrogio Ramos;747.117.064-61;F;1952-01-26;Campinas;SP;terezaramos@yahoo.com.br;(81) 97784-9359;Bronze;0,0;0,0
RSV-54158838;QRT-81700;HSP-954568;Site Próprio;2024-08-21;08/11/2024;11.11.24;2;669,42;Check-out Realizado;HTL-785;201;2;Luxo;3;Jardim;709,25;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Junia Uchôa;374.489.239-51;F;1982-09-12;Recife;PE;junia_uchoa17@outlook.com;(51) 97328-1071;Diamante;4,0;222,07
RSV-96487475;QRT-92964;HSP-364074;OTA BookNow;2024-12-09;26/01/2025;31/01/2025;2;1698,46;Check-out Realizado;HTL-485;308;3;standard;2;Piscina;1266,05;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Marcelo Amezola;314.650.039-67;M;1998-05-12;Curitiba;PR;marcelo_amezola@outlook.com;(61) 98092-5758;Bronze;7,0;3837,81
RSV-66352081;QRT-85739;HSP-703559;OTA BookNow;2026-06-26;21.08.26;22/08/2026;1;225,18;Confirmada;HTL-606;304;3;Standard;2;Cidade;253,7;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Eulalio Tsuda Günter;167.449.234-04;M;1968-09-27;Brasília;DF;eulaliogunter48@uol.com.br;(19) 98357-9472;Bronze;0,0;0,0
RSV-95135278;QRT-37477;HSP-260635;Site Próprio;2026-03-26;22/05/2026;26/05/2026;1;592,71;Check-out Realizado;HTL-782;112;1;Superior;3;Piscina;636,57;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Joana Coelho Klinger;366.834.826-08;F;1954-06-12;Recife;PE;joanaklinger@uol.com.br;(81) 97659-3610;Prata;3,0;1955,0
RSV-37729455;QRT-54489;HSP-046402;OTA BookNow;2024-11-10;03/12/2024;05/12/2024;3;888,20;Check-out Realizado;HTL-485;103;1;Superior;3;Jardim;1024,91;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Edmilson Batista Calvani;884.437.066-27;M;1969-03-03;Ribeirão Preto;SP;edmilson.calvani@yahoo.com.br;(61) 99598-7809;Bronze;9,0;1941,14
RSV-42476168;QRT-42497;HSP-726086;OTA ViajaMais;2025-12-30;16/01/2026;19/01/2026;1;1027,96;Check-out Realizado;HTL-356;107;1;Superior;3;Jardim;1210,37;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Audinete Ardani;475.609.157-10;F;1964-07-12;Campinas;SP;audineteardani@outlook.com;(21) 97529-8442;Bronze;5,0;2072,44
RSV-13993204;QRT-42497;HSP-498404;OTA BookNow;2025-11-20;24/02/2026;26/02/2026;2;859,16;Check-out Realizado;HTL-356;107;1;Superior;3;Jardim;1210,37;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Elcio Queiroz Aldrovandi;329.237.323-91;M;1957-05-29;Campinas;SP;elcio_aldrovandi37@hotmail.com;(41) 99060-6259;Bronze;5,0;1275,47
RSV-86050924;QRT-29393;HSP-103125;OTA ViajaMais;2025-05-10;2025-08-19;22/08/2025;1;508,45;Check-out Realizado;HTL-105;401;4;Luxo;3;Jardim;354,0;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Kamila Mendes;099.555.062-02;F;1999-04-02;Ribeirão Preto;SP;kamila_mendes16@gmail.com;(19) 96818-2160;Diamante;0,0;0,0
RSV-28674378;QRT-43330;HSP-549258;site proprio;2025-06-15;12.09.25;17/09/2025;2;495,78;Check-out Realizado;HTL-878;106;1;SUPERIOR;3;Piscina;633,49;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Ivelise Apuzzo Kremer;391.221.904-49;F;1970-02-16;Brasília;DF;ivelise.kremer@icloud.com;(19) 96132-6188;Prata;6,0;707,93
RSV-49055202;QRT-54375;HSP-308526;OTA BookNow;2024-08-16;29.11.24;03/12/2024;3;338,76;Check-out Realizado;HTL-105;202;2;Luxo;3;Piscina;362,31;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz  do Iguaçu;PR;eco;3;2013;8,8;pilar luca arcillas;705.711.327-74;F;1950-05-18;Niterói;RJ;pilararcillas@hotmail.com;(41) 97305-7944;Bronze;0,0;0,0
RSV-54890374;QRT-84837;HSP-262554;OTA BookNow;2025-01-23;20/04/2025;25/04/2025;2;824,22;Check-out Realizado;HTL-785;104;1;Superior;3;Mar;591,84;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Laudivino Amiral Cinelli;835.571.427-01;M;2001-10-20;Ribeirão Preto;SP;laudivino.cinelli@gmail.com;(81) 96340-3993;Bronze;6,0;2047,38
RSV-19782558;QRT-22585;HSP-665822;OTA BookNow;2024-10-22;15-11-2024;2024-11-17;1;998,73;Check-out Realizado;HTL-356;308;3;Standard ;2;Montanha;1034,99;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Artur Andreasi;612.578.047-31;M;1989-11-13;Belo Horizonte;MG;artur.andreasi@uol.com.br;(62) 99280-7089;Prata;4,0;773,28
RSV-00388555;QRT-51351;HSP-965817;Balcão;2025-10-06;06/10/2025;07/10/2025;2;678,03;Check-out Realizado;HTL-108;209;2;Luxo;3;Avenida;777,59;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Alexandre Ardissone Antigao;624.083.195-60;M;1986-06-21;Goiânia;GO;alexandreantigao91@yahoo.com.br;(51) 99175-7475;Bronze;0,0;0,0
RSV-52886633;QRT-03446;HSP-293005;site proprio;2026-01-16;30/01/2026;01/02/2026;2;662,16;Check-out Realizado;HTL-785;206;2;Standard;2;Mar;479,96;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Janio Tsuda Vilela;272.002.839-83;M;1961-11-02;Uberlândia;MG;janio_vilela@icloud.com;(41) 96554-3547;Prata;0,0;0,0
RSV-14510961;QRT-92321;HSP-951117;OTA BookNow;2025-01-02;19/03/2025;20/03/2025;2;248,21;Check-out Realizado;HTL-606;308;3;Standard;2;Cidade;222,87;Horizonte Express São Paulo;Horizonte Express;São Paulo  ;SP;urbano;3;2017;9,0;Dinelise Cipolla;176.196.822-01;F;1966-07-30;Curitiba;PR;dinelise_cipolla@outlook.com;(62) 99881-5478;Prata;1,0;56,24
RSV-15737083;QRT-62284;HSP-064972;OTA ViajaMais;2025-08-01;06/09/2025;08/09/2025;2;425,47;Check-out Realizado;HTL-108;312;3;Standard;2;Interna;500,92;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Gisele Eichler Anghetti;256.004.131-65;F;1971-07-05;Londrina;PR;gisele_anghetti@yahoo.com.br;(16) 97442-3419;Diamante;3,0;370,71
RSV-88770331;QRT-66602;HSP-847467;OTA BookNow;2025-07-24;15/08/2025;18/08/2025;3;373,65;Check-out Realizado;HTL-785;110;1;Superior;3;Jardim;544,73;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Larissara Drumond Santoro;382.000.039-90;F;2007-05-08;Salvador;BA;larissara.santoro@gmail.com;(11) 98290-1802;Ouro;4,0;587,41
RSV-35092061;QRT-20896;HSP-025440;Balcão;2025-04-18;18/04/2025;23/04/2025;2;947,88;Check-out Realizado;HTL-485;307;3;Standard ;2;Jardim;837,47;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Rayan Ardani Leal;251.575.951-31;M;2004-10-20;São Paulo;SP;rayan_leal@gmail.com;(81) 98864-7513;Bronze;12,0;4518,98
RSV-16349584;QRT-74428;HSP-326305;OTA BookNow;2025-04-05;18/06/2025;21/06/2025;2;609,75;Cancelada;HTL-602;102;1;Standard;2;Montanha;535,95;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Siranildo Bassetti Arconti;886.865.629-90;M;1956-11-15;São Paulo;SP;siranildo.arconti@icloud.com;(62) 98717-4040;Prata;0,0;0,0
RSV-92402725;QRT-06113;HSP-729040;OTA BookNow;2025-12-21;14/01/2026;17/01/2026;2;288,17;Check-out Realizado;HTL-103;211;2;Standard;2;Piscina;221,22;Horizonte Express Florianópolis;Horizonte Express; Florianópolis;SC;praia;3;2004;8,7;Orlando Magalhães Cilloni;971.377.793-01;M;2006-08-15;Ribeirão Preto;SP;orlandocilloni@gmail.com;(51) 97907-1501;Diamante;0,0;0,0
RSV-42343490;QRT-16851;HSP-703559;Site Próprio;2025-06-21;18/07/2025;21/07/2025;2;2178,98;Check-out Realizado;HTL-602;203;2;Suíte Master;4;Montanha;1127,99;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Eulalio Tsuda Günter;167.449.234-04;M;1968-09-27;Brasília;DF;eulaliogunter48@uol.com.br;(19) 98357-9472;Bronze;4,0;655,55
RSV-86656678;QRT-76445;HSP-931999;OTA ViajaMais;2026-05-09;31/07/2026;02.08.26;1;165,67;Confirmada;HTL-103;111;1;Standard;2;Piscina;241,69;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Elisangela Cinelli Kuroda;549.684.727-30;F;1992-04-30;Belo Horizonte;MG;elisangelakuroda@outlook.com;(21) 99767-3851;Diamante;0,0;0,0
RSV-19144645;QRT-66602;HSP-999753;OTA ViajaMais;2025-03-19;20/06/2025;24/06/2025;2;629,45;Check-out Realizado;HTL-785;110;1;Superior;3;Jardim;544,73;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Donizete Furukawa Miranda;306.670.059-35;M;1968-01-30;Porto Alegre;RS;donizetemiranda77@yahoo.com.br;(19) 98811-5023;Prata;5,0;462,85
RSV-38401294;QRT-57190;HSP-771566;OTA ViajaMais;2026-02-15;22/04/2026;23/04/2026;3;R$ 380,24;Cancelada;HTL-606;301;3;Suíte Master;4;Cidade;548,77;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Sérgio Antoniazzi;403.571.338-46;M;1993-12-16;São Paulo;SP;sergio_antoniazzi@outlook.com;(16) 96656-8649;Ouro;0,0;0,0
RSV-58940767;QRT-81933;HSP-553552;OTA BookNow;2025-03-09;06/07/2025;2025-07-08;1;336,29;Check-out Realizado;HTL-103;102;1;Superior;3;Piscina;239,89;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Rosalvo Bottaro;437.213.267-09;M;1970-05-15;Uberlândia;MG;rosalvo_bottaro@hotmail.com;(62) 99200-4664;Diamante;0,0;0,0
RSV-89894422;QRT-00593;HSP-598679;Site Próprio;2025-02-10;03/04/2025;07/04/2025;1;555,14;Cancelada;HTL-356;210;2;Standard;2;Jardim;836,41;Horizonte Grand Resort Campos do Jordão;Horizonte Grand Resort;Campos do Jordão;SP;serra;5;2020;8,7;Kamille Lisboa Diesel;225.350.227-88;F;1969-11-19;Goiânia;GO;kamille_diesel51@icloud.com;(81) 96030-4153;Diamante;0,0;0,0
RSV-30976888;QRT-65173;HSP-326305;OTA BookNow;2026-06-25;26/09/2026;28/09/2026;2;262,11;Confirmada;HTL-785;209;2;Standard;2;Mar;396,19;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Siranildo Bassetti Arconti;886.865.629-90;M;1956-11-15;São Paulo;SP;siranildo.arconti@icloud.com;(62) 98717-4040;Prata;0,0;0,0
RSV-16922881;QRT-61962;HSP-138618;OTA BookNow;2024-09-24;02.11.24;09/11/2024;3;870,86;Check-out Realizado;HTL-485;204;2;SUP;3;Piscina;1189,54;Horizonte Grand Resort Porto de Galinhas;Horizonte Grand Resort;Porto de Galinhas;PE;praia;5;2009;8,6;Rosalvo Bastos;130.724.078-00;M;1969-07-21;Curitiba;PR;rosalvo_bastos@gmail.com;(62) 96344-6806;Ouro;19,0;7215,74
RSV-97549491;QRT-99264;HSP-227048;Site Próprio;2025-03-22;23/05/2025;26/05/2025;3;179,30;Check-out Realizado;HTL-105;106;1;Superior;3;Jardim;256,42;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;ELINOR TANAKA OKAMOTO;272.935.597-98;F;2001-03-12;Belo Horizonte;MG;elinor.okamoto88@uol.com.br;(19) 98248-8925;Prata;0,0;0,0
RSV-50096278;QRT-66125;HSP-591796;OTA BookNow;2024-10-09;16/01/2025;21/01/2025;2;568,21;Check-out Realizado;HTL-103;110;1;Luxo;3;Jardim;370,34;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Lucinilda Kroener Coelho;404.347.412-13;F;1968-11-16;Goiânia;GO;lucinilda_coelho10@icloud.com;(41) 97974-6173;Ouro;2,0;30,84
RSV-36524736;QRT-70680;HSP-856096;OTA BookNow;2025-08-25;05/10/2025;08/10/2025;3;308,02;Check-out Realizado;HTL-105;404;4;Luxo;3;Jardim;402,45;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Milena Hesse Cunha;210.315.538-60;F;2005-06-28;Salvador;BA;milena.cunha16@outlook.com;(41) 99145-1666;Prata;4,0;881,75
RSV-00740427;QRT-72908;HSP-298385;Site Próprio;2026-01-23;29-01-2026;30/01/2026;1;180,03;Check-out Realizado;HTL-606;107;1;Standard;2;Interna;228,08;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Leonilda Carta;646.848.085-05;F;1998-04-14;São Paulo;SP;leonildacarta20@uol.com.br;(31) 97234-9423;Bronze;0,0;0,0
RSV-86363057;QRT-78380;HSP-064017;OTA BookNow;2026-02-22;01/05/2026;03/05/2026;1;178,65;Check-out Realizado;HTL-105;305;3;Superior;3;Piscina;236,42;Horizonte Express Foz do Iguaçu;Horizonte Express;Foz do Iguaçu;PR;eco;3;2013;8,8;Amine Antigao;369.626.902-66;F;1953-08-17;Londrina;PR;amineantigao8@uol.com.br;(16) 97534-6524;Bronze;1,0;94,92
RSV-38873773;QRT-44318;HSP-937732;Site Próprio;2026-07-05;2026-09-04;06/09/2026;1;269,54;Confirmada;HTL-878;403;4;Standard;2;Mar;414,04;Horizonte Plaza Maceió;Horizonte Plaza;Maceió;AL;praia;4;1999;9,0;Yoshiko Angiolini;837.792.957-09;F;1979-03-15;Ribeirão Preto;SP;yoshiko_angiolini42@yahoo.com.br;(81) 96781-8500;Prata;0,0;0,0
RSV-12003482;QRT-24337;HSP-308526;Site Próprio;2025-10-07;10/10/2025;15/10/2025;1;982,73;Check-out Realizado;HTL-785;112;1;Suíte Master;4;Mar;1247,81;Horizonte Plaza Búzios;Horizonte Plaza;Búzios;RJ;praia;4;2008;8,9;Pilar Luca Arcillas;705.711.327-74;F;1950-05-18;Niterói;RJ;pilararcillas@hotmail.com;(41) 97305-7944;Bronze;5,0;1355,72
RSV-81482266;QRT-11654;HSP-330316;OTA ViajaMais;2025-12-07;02/04/2026;04/04/2026;1;1253,02;Check-out Realizado;HTL-108;402;4;Suíte Master;4;Cidade;965,36;Horizonte Plaza Belo Horizonte;Horizonte Plaza;Belo Horizonte;MG;urbano;4;2003;7,6;Hermann Makino;621.354.159-44;M;1956-08-29;Ribeirão Preto;SP;hermann_makino76@yahoo.com.br;(31) 97495-5140;Bronze;2,0;479,06
RSV-96057455;QRT-80800;HSP-382581;OTA BookNow;2025-06-19;08/10/2025;13/10/2025;2;405,17;Check-out Realizado;HTL-782;202;2;Superior;3;Mata;536,94;Horizonte Plaza Bonito;Horizonte Plaza;Bonito;MS;eco;4;2022;7,9;Eugênio Arcieri;616.010.972-39;M;2006-10-11;Londrina;PR;eugenioarcieri@uol.com.br;(81) 98585-4388;Bronze;3,0;1510,48
RSV-02546687;QRT-94556;HSP-925755;OTA ViajaMais;2025-03-09;02/05/2025;04/05/2025;2;386,07;Check-out Realizado;HTL-103;109;1;Superior;3;Jardim;262,68;Horizonte Express Florianópolis;Horizonte Express;Florianópolis;SC;praia;3;2004;8,7;Jarina Ebert Quintela;640.069.646-68;F;1963-09-13;Porto Alegre;RS;jarinaquintela53@outlook.com;(51) 98724-3241;Bronze;0,0;0,0
RSV-97666201;QRT-72908;HSP-667857;CALL CENTER;2025-04-27;13/05/2025;14/05/2025;1;170,06;Check-out Realizado;HTL-606;107;1;Standard;2;Interna;228,08;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Ruth Flores;604.366.899-87;F;1981-10-04;Rio de Janeiro;RJ;ruth_flores@outlook.com;(21) 96431-9460;Bronze;1,0;31,79
RSV-46981558;QRT-52853;HSP-390685;OTA VIAJAMAIS;2025-07-07;2025-09-05;2025-09-06;2;290,86;No-Show;HTL-606;201;2;Standard;2;Cidade;204,79;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Helvio Mayer;901.964.335-50;M;1950-04-26;Brasília;DF;helvio_mayer75@outlook.com;(11) 96705-2198;Bronze;0,0;0,0
RSV-05479264;QRT-89068;HSP-710485;Central Telefônica;2025-11-21;27.11.25;29/11/2025;2;425,57;Check-out Realizado;HTL-606;302;3;Superior;3;Interna;308,96;Horizonte Express São Paulo;Horizonte Express;São Paulo;SP;urbano;3;2017;9,0;Luan Lacerda Lisboa;321.445.686-50;M;1954-01-15;Uberlândia;MG;luan.lisboa53@uol.com.br;(16) 99140-1100;Bronze;2,0;98,06
RSV-74690903;QRT-88284;HSP-515121;booknow;2026-04-06;19/06/2026;24/06/2026;2;510,18;Check-out Realizado;HTL-602;407;4;Standard;2;Vale;350,54;Horizonte Plaza Gramado;Horizonte Plaza;Gramado;RS;serra;4;2001;7,9;Aguinara Dantas;727.521.527-60;F;2003-05-05;Goiânia;GO;aguinaradantas@icloud.com;(31) 96988-2131;Bronze;10,0;1148,5
